answer,prediction,correct
TPpczBqq,zUeTolpLV,tensor(False)
jTpey,iFgynLNU,tensor(False)
xVurxF,xVurxF,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
ePOEHQBEg,yMLLeCV,tensor(False)
ZKTXXGYB,ZKTXXGYB,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
PGJKM,PGJKM,tensor(True)
HKDVEII,HKDVEII,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
IJGDOS,IJGDOS,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
BEIQQG,BEIQQG,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
KZFSVVJYV,JHJEZJU,tensor(False)
ETSBO,ETSBO,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
QJTpnf,QJTpnf,tensor(True)
ZOMWUC,ZOMWUC,tensor(True)
tbtXDCCeO,tbtXDCCeO,tensor(True)
AbAkvb,AbAkvb,tensor(True)
DsIQCjqAm,PviJafwKh,tensor(False)
IRRGP,IRRGP,tensor(True)
uaTBKDT,AwqBLJkIZ,tensor(False)
TPmnioHMQ,PChBZkHx,tensor(False)
GhpknP,xVurxF,tensor(False)
PChBZkHx,TPmnioHMQ,tensor(False)
DwFHpaoh,DwFHpaoh,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
LgVyaVOf,DwFHpaoh,tensor(False)
UGOBM,UGOBM,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
PviJafwKh,DsIQCjqAm,tensor(False)
SNeoKXFD,JBRFUSL,tensor(False)
UKZJZLG,UKZJZLG,tensor(True)
gvPlCiNcC,iFgynLNU,tensor(False)
VBXDXMCR,VBXDXMCR,tensor(True)
gaYed,daxVt,tensor(False)
DsIQCjqAm,DwFHpaoh,tensor(False)
iipumBxGM,uaTBKDT,tensor(False)
tNSzLnwo,tNSzLnwo,tensor(True)
gvPlCiNcC,iFgynLNU,tensor(False)
DsIQCjqAm,DsIQCjqAm,tensor(True)
UQOyGTb,UQOyGTb,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
QNOSs,LgVyaVOf,tensor(False)
JHJEZJU,JHJEZJU,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
IRRGP,IRRGP,tensor(True)
LgVyaVOf,LgVyaVOf,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
jTpey,jTpey,tensor(True)
UGOBM,UGOBM,tensor(True)
JBRFUSL,JBRFUSL,tensor(True)
NFHABWL,NFHABWL,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
USLMUMI,USLMUMI,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
zUeTolpLV,lIiXM,tensor(False)
DVQXZ,DVQXZ,tensor(True)
LPULEJ,LPULEJ,tensor(True)
zrihZP,zrihZP,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
PGJKM,PGJKM,tensor(True)
KewPrG,KewPrG,tensor(True)
LgVyaVOf,kKpNaxsYu,tensor(False)
NFHABWL,NFHABWL,tensor(True)
DsIQCjqAm,PviJafwKh,tensor(False)
QNOSs,GhpknP,tensor(False)
ETSBO,ETSBO,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
LPULEJ,LPULEJ,tensor(True)
USLMUMI,USLMUMI,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
IIGRS,IIGRS,tensor(True)
QJTpnf,ZFUmS,tensor(False)
AwqBLJkIZ,kKpNaxsYu,tensor(False)
GNUAEG,GNUAEG,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
gaYed,daxVt,tensor(False)
JNJPVAZW,JNJPVAZW,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
lIiXM,lIiXM,tensor(True)
gaYed,QJTpnf,tensor(False)
EMMRQ,EMMRQ,tensor(True)
AbAkvb,jbdjbASR,tensor(False)
gSUwcPItT,gvPlCiNcC,tensor(False)
tbtXDCCeO,tbtXDCCeO,tensor(True)
zrihZP,zrihZP,tensor(True)
daxVt,daxVt,tensor(True)
tNSzLnwo,tNSzLnwo,tensor(True)
UKZJZLG,JEOVLZJRS,tensor(False)
JEOVLZJRS,JEOVLZJRS,tensor(True)
iipumBxGM,RkGtkxwy,tensor(False)
PChBZkHx,DwFHpaoh,tensor(False)
xVurxF,xVurxF,tensor(True)
zUeTolpLV,PJcCdxgW,tensor(False)
DVQXZ,DVQXZ,tensor(True)
jTpey,jTpey,tensor(True)
IIGRS,IIGRS,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
tNSzLnwo,DwFHpaoh,tensor(False)
ePOEHQBEg,PChBZkHx,tensor(False)
TPpczBqq,iFgynLNU,tensor(False)
UQOyGTb,daxVt,tensor(False)
JEOVLZJRS,JEOVLZJRS,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
kKpNaxsYu,PviJafwKh,tensor(False)
jPVHHsOgJ,RkGtkxwy,tensor(False)
IAGSEVBJA,IAGSEVBJA,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
USLMUMI,USLMUMI,tensor(True)
DsIQCjqAm,PviJafwKh,tensor(False)
IAGSEVBJA,IAGSEVBJA,tensor(True)
ECIuixhc,DwFHpaoh,tensor(False)
SNeoKXFD,SNeoKXFD,tensor(True)
CJOEP,CJOEP,tensor(True)
jTpey,jTpey,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
ZFUmS,ZFUmS,tensor(True)
eFfoyv,eFfoyv,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
kKpNaxsYu,uqvJVviwA,tensor(False)
JNJPVAZW,JNJPVAZW,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
daxVt,lIiXM,tensor(False)
PChBZkHx,TPpczBqq,tensor(False)
CJOEP,CJOEP,tensor(True)
DsIQCjqAm,PviJafwKh,tensor(False)
GNUAEG,GNUAEG,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
JBRFUSL,AwqBLJkIZ,tensor(False)
YJRRDIR,NGUQWWI,tensor(False)
GhpknP,GhpknP,tensor(True)
IIGRS,IIGRS,tensor(True)
BOSMSC,BOSMSC,tensor(True)
LPULEJ,LPULEJ,tensor(True)
KewPrG,wSNkVCi,tensor(False)
QJTpnf,Cpkry,tensor(False)
NFHABWL,NFHABWL,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
ECIuixhc,DwFHpaoh,tensor(False)
IJGDOS,IJGDOS,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
gvPlCiNcC,gvPlCiNcC,tensor(True)
jTpey,QJTpnf,tensor(False)
KZFSVVJYV,KZFSVVJYV,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
GNUAEG,GNUAEG,tensor(True)
BIQCZAY,DUIVVSGVL,tensor(False)
HKDVEII,HKDVEII,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
wJbGjQJUw,tbtXDCCeO,tensor(False)
LEPQFNWX,LEPQFNWX,tensor(True)
GNUAEG,GNUAEG,tensor(True)
TPpczBqq,AwqBLJkIZ,tensor(False)
GZNKFXUJO,GZNKFXUJO,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
IJGDOS,IJGDOS,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
xVurxF,QJTpnf,tensor(False)
POHIVNQ,POHIVNQ,tensor(True)
PGJKM,PGJKM,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
PChBZkHx,TPmnioHMQ,tensor(False)
HKDVEII,HKDVEII,tensor(True)
TbtqXZzJ,uaTBKDT,tensor(False)
daxVt,LgVyaVOf,tensor(False)
geLJzcIl,geLJzcIl,tensor(True)
PviJafwKh,RkGtkxwy,tensor(False)
gaYed,QJTpnf,tensor(False)
UGOBM,UGOBM,tensor(True)
UQGPQV,UQGPQV,tensor(True)
ZFUmS,ZFUmS,tensor(True)
WJMOIQSDG,WJMOIQSDG,tensor(True)
uqvJVviwA,uqvJVviwA,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
AZHSUT,AZHSUT,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
gvPlCiNcC,tbtXDCCeO,tensor(False)
iipumBxGM,tbtXDCCeO,tensor(False)
geLJzcIl,zUeTolpLV,tensor(False)
daxVt,daxVt,tensor(True)
iFgynLNU,geLJzcIl,tensor(False)
IJGDOS,IJGDOS,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
zUeTolpLV,geLJzcIl,tensor(False)
KZFSVVJYV,KZFSVVJYV,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
WJMOIQSDG,WJMOIQSDG,tensor(True)
UGOBM,UGOBM,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
LPULEJ,JHJEZJU,tensor(False)
AZHSUT,AZHSUT,tensor(True)
Cpkry,eFfoyv,tensor(False)
HKDVEII,HKDVEII,tensor(True)
wSNkVCi,wSNkVCi,tensor(True)
jbdjbASR,jbdjbASR,tensor(True)
gSUwcPItT,iFgynLNU,tensor(False)
jTpey,lIiXM,tensor(False)
SNeoKXFD,SNeoKXFD,tensor(True)
jbdjbASR,UQOyGTb,tensor(False)
zrihZP,ePOEHQBEg,tensor(False)
wSNkVCi,wJbGjQJUw,tensor(False)
LEPQFNWX,LEPQFNWX,tensor(True)
tbtXDCCeO,SNeoKXFD,tensor(False)
LPULEJ,LPULEJ,tensor(True)
QJTpnf,QJTpnf,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
TPpczBqq,TPpczBqq,tensor(True)
CJOEP,CJOEP,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
ZOMWUC,ZOMWUC,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
wJbGjQJUw,wSNkVCi,tensor(False)
DsIQCjqAm,DsIQCjqAm,tensor(True)
HKDVEII,HKDVEII,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
xVurxF,GhpknP,tensor(False)
GNUAEG,GNUAEG,tensor(True)
gaYed,QJTpnf,tensor(False)
AbAkvb,uqvJVviwA,tensor(False)
ZWNFNXY,ZWNFNXY,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
TPpczBqq,TPpczBqq,tensor(True)
daxVt,Cpkry,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
BOSMSC,BOSMSC,tensor(True)
ePOEHQBEg,SNeoKXFD,tensor(False)
jTpey,jTpey,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
xVurxF,xVurxF,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
DQKbAw,uaTBKDT,tensor(False)
WFEXRQQGU,WFEXRQQGU,tensor(True)
PviJafwKh,PviJafwKh,tensor(True)
AbAkvb,UQOyGTb,tensor(False)
LPULEJ,LPULEJ,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
ECIuixhc,DwFHpaoh,tensor(False)
ECIuixhc,ECIuixhc,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
LgVyaVOf,LgVyaVOf,tensor(True)
PJcCdxgW,PJcCdxgW,tensor(True)
FCOKIXAE,FCOKIXAE,tensor(True)
lIiXM,lIiXM,tensor(True)
FCOKIXAE,FCOKIXAE,tensor(True)
TbtqXZzJ,iFgynLNU,tensor(False)
zrihZP,zrihZP,tensor(True)
BEIQQG,BEIQQG,tensor(True)
ZFUmS,ZFUmS,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
BEIQQG,BEIQQG,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
jbdjbASR,UQOyGTb,tensor(False)
Tuhwwj,Tuhwwj,tensor(True)
LPULEJ,LPULEJ,tensor(True)
FCOKIXAE,FCOKIXAE,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
IRRGP,IRRGP,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
DsIQCjqAm,DwFHpaoh,tensor(False)
LEPQFNWX,LEPQFNWX,tensor(True)
ePOEHQBEg,SNeoKXFD,tensor(False)
wSNkVCi,wSNkVCi,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
TPpczBqq,PChBZkHx,tensor(False)
jTpey,jTpey,tensor(True)
eFfoyv,eFfoyv,tensor(True)
KewPrG,GhpknP,tensor(False)
wJbGjQJUw,RkGtkxwy,tensor(False)
DQKbAw,RkGtkxwy,tensor(False)
zUeTolpLV,zUeTolpLV,tensor(True)
PviJafwKh,tbtXDCCeO,tensor(False)
AZHSUT,AZHSUT,tensor(True)
QJTpnf,QJTpnf,tensor(True)
TPpczBqq,DQKbAw,tensor(False)
FCOKIXAE,DUIVVSGVL,tensor(False)
UQGPQV,UQGPQV,tensor(True)
DsIQCjqAm,DwFHpaoh,tensor(False)
gvPlCiNcC,gvPlCiNcC,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
jTpey,jTpey,tensor(True)
TbtqXZzJ,TbtqXZzJ,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
Tuhwwj,gSUwcPItT,tensor(False)
AFOIOPHDU,AFOIOPHDU,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
zrihZP,zrihZP,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
JBRFUSL,JBRFUSL,tensor(True)
HKDVEII,HKDVEII,tensor(True)
kKpNaxsYu,iipumBxGM,tensor(False)
gvPlCiNcC,gvPlCiNcC,tensor(True)
QNOSs,gvPlCiNcC,tensor(False)
ePOEHQBEg,ePOEHQBEg,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
VdHzdBhFv,VdHzdBhFv,tensor(True)
TPpczBqq,ECIuixhc,tensor(False)
JNJPVAZW,JNJPVAZW,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
ETSBO,BEIQQG,tensor(False)
kKpNaxsYu,kKpNaxsYu,tensor(True)
Cpkry,Tuhwwj,tensor(False)
TbtqXZzJ,TbtqXZzJ,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
UQOyGTb,wSNkVCi,tensor(False)
HKDVEII,BIQCZAY,tensor(False)
NGUQWWI,NGUQWWI,tensor(True)
AZHSUT,AZHSUT,tensor(True)
QNOSs,QNOSs,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
xVurxF,xVurxF,tensor(True)
ZOMWUC,ZOGQCJNP,tensor(False)
LEPQFNWX,LEPQFNWX,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
GNUAEG,GNUAEG,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
kKpNaxsYu,uqvJVviwA,tensor(False)
tbtXDCCeO,tbtXDCCeO,tensor(True)
kKpNaxsYu,kKpNaxsYu,tensor(True)
zUeTolpLV,uqvJVviwA,tensor(False)
NFHABWL,NFHABWL,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
IIGRS,IIGRS,tensor(True)
kKpNaxsYu,kKpNaxsYu,tensor(True)
GhpknP,GhpknP,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
jPVHHsOgJ,iipumBxGM,tensor(False)
LgVyaVOf,LgVyaVOf,tensor(True)
EMMRQ,EMMRQ,tensor(True)
USLMUMI,USLMUMI,tensor(True)
QNOSs,QNOSs,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
TPpczBqq,PChBZkHx,tensor(False)
LPULEJ,LPULEJ,tensor(True)
zUeTolpLV,zUeTolpLV,tensor(True)
VdHzdBhFv,VdHzdBhFv,tensor(True)
wSNkVCi,uqvJVviwA,tensor(False)
LgVyaVOf,LgVyaVOf,tensor(True)
lIiXM,lIiXM,tensor(True)
yMLLeCV,Tuhwwj,tensor(False)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
UGOBM,UGOBM,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
NFHABWL,NFHABWL,tensor(True)
ECIuixhc,DwFHpaoh,tensor(False)
USLMUMI,USLMUMI,tensor(True)
iipumBxGM,TPmnioHMQ,tensor(False)
GZNKFXUJO,GZNKFXUJO,tensor(True)
lIiXM,jTpey,tensor(False)
Tuhwwj,Tuhwwj,tensor(True)
NFHABWL,NFHABWL,tensor(True)
IRRGP,IRRGP,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
uaTBKDT,JBRFUSL,tensor(False)
IAGSEVBJA,IAGSEVBJA,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
gvPlCiNcC,gSUwcPItT,tensor(False)
LEPQFNWX,LEPQFNWX,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
ETSBO,ETSBO,tensor(True)
LgVyaVOf,uqvJVviwA,tensor(False)
AwqBLJkIZ,SYZOyJL,tensor(False)
AZHSUT,AZHSUT,tensor(True)
PJcCdxgW,PJcCdxgW,tensor(True)
zrihZP,zrihZP,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
tNSzLnwo,TPmnioHMQ,tensor(False)
zUeTolpLV,zUeTolpLV,tensor(True)
